,node_id,node_index,iteration,current_vector
  (44388, 0)	0.012345679012345678
  (53843, 0)	0.012345679012345678
  (53929, 0)	0.037037037037037035
  (53945, 0)	0.037037037037037035
  (61342, 0)	0.1111111111111111
  (62195, 0)	0.1111111111111111"
639,2214285461,41380,5,"  (34052, 0)	0.13580246913580246
  (41384, 0)	0.004115226337448559
  (44389, 0)	0.0030864197530864196
  (53842, 0)	0.012345679012345678
  (53928, 0)	0.05349794238683127
  (53946, 0)	0.05349794238683127
  (58478, 0)	0.004115226337448559
  (61343, 0)	0.1111111111111111
  (62194, 0)	0.1111111111111111"
640,4851795548,41284,1,"  (41283, 0)	0.3333333333333333
  (47407, 0)	0.3333333333333333
  (47410, 0)	0.25
  (48309, 0)	0.3333333333333333"
641,4851795548,41284,2,"  (41284, 0)	0.3125
  (46960, 0)	0.3333333333333333
  (46963, 0)	0.1111111111111111
  (47399, 0)	0.1111111111111111
  (47408, 0)	0.3333333333333333
  (47409, 0)	0.25
  (47411, 0)	0.25
  (47413, 0)	0.0625
  (48308, 0)	0.3333333333333333
  (48346, 0)	0.1111111111111111"
642,4851795548,41284,3,"  (41283, 0)	0.25231481481481477
  (46962, 0)	0.1111111111111111
  (46972, 0)	0.037037037037037035
  (47398, 0)	0.1111111111111111
  (47400, 0)	0.037037037037037035
  (47407, 0)	0.25231481481481477
  (47410, 0)	0.21875
  (47412, 0)	0.0625
  (47414, 0)	0.0625
  (47416, 0)	0.015625
  (48309, 0)	0.25231481481481477
  (48347, 0)	0.027777777777777776
  (60507, 0)	0.1111111111111111"
643,4851795548,41284,4,"  (41284, 0)	0.24392361111111108
  (46960, 0)	0.25231481481481477
  (46961, 0)	0.012345679012345678
  (46963, 0)	0.13348765432098764
  (47399, 0)	0.13348765432098764
  (47403, 0)	0.005208333333333333
  (47406, 0)	0.005208333333333333
  (47408, 0)	0.25231481481481477
  (47409, 0)	0.21875
  (47411, 0)	0.21875
  (47413, 0)	0.08984375
  (47415, 0)	0.015625
  (47459, 0)	0.012345679012345678
  (48308, 0)	0.25231481481481477
  (48335, 0)	0.009259259259259259
  (48336, 0)	0.012345679012345678
  (48346, 0)	0.1304012345679012
  (48348, 0)	0.027777777777777776
  (48349, 0)	0.027777777777777776
  (48419, 0)	0.012345679012345678"
644,4851795548,41284,5,"  (41283, 0)	0.2099086934156378
  (41494, 0)	0.0030864197530864196
  (46882, 0)	0.004115226337448559
  (46962, 0)	0.13348765432098764
  (46972, 0)	0.05272633744855967
  (47398, 0)	0.13348765432098764
  (47400, 0)	0.05272633744855967
  (47407, 0)	0.2099086934156378
  (47410, 0)	0.19281684027777776
  (47412, 0)	0.08984375
  (47414, 0)	0.08984375
  (47416, 0)	0.028971354166666668
  (47417, 0)	0.005208333333333333
  (47421, 0)	0.005208333333333333
  (47460, 0)	0.012345679012345678
  (47465, 0)	0.004115226337448559
  (48307, 0)	0.004115226337448559
  (48309, 0)	0.20887988683127567
  (48337, 0)	0.008230452674897118
  (48347, 0)	0.04880401234567901
  (48357, 0)	0.004115226337448559
  (48420, 0)	0.004115226337448559
  (55974, 0)	0.001736111111111111
  (60507, 0)	0.1304012345679012
  (63637, 0)	0.0030864197530864196
  (64083, 0)	0.001736111111111111"
645,4786206723,60581,1,"  (59175, 0)	0.3333333333333333"
646,4786206723,60581,2,"  (58678, 0)	0.1111111111111111
  (60581, 0)	0.3333333333333333
  (60762, 0)	0.1111111111111111"
647,4786206723,60581,3,"  (44398, 0)	0.037037037037037035
  (58677, 0)	0.027777777777777776
  (59175, 0)	0.18518518518518517
  (59176, 0)	0.037037037037037035
  (60761, 0)	0.1111111111111111"
648,4786206723,60581,4,"  (33270, 0)	0.012345679012345678
  (44397, 0)	0.009259259259259259
  (44398, 0)	0.009259259259259259
  (44399, 0)	0.012345679012345678
  (58677, 0)	0.009259259259259259
  (58678, 0)	0.08333333333333333
  (59195, 0)	0.012345679012345678
  (60581, 0)	0.18518518518518517
  (60762, 0)	0.1111111111111111
  (61147, 0)	0.027777777777777776"
649,4786206723,60581,5,"  (44397, 0)	0.0030864197530864196
  (44398, 0)	0.03497942386831276
  (44399, 0)	0.0030864197530864196
  (48174, 0)	0.004115226337448559
  (58596, 0)	0.004115226337448559
  (58677, 0)	0.032407407407407406
  (58678, 0)	0.006172839506172839
  (58692, 0)	0.0030864197530864196
  (59175, 0)	0.12654320987654322
  (59176, 0)	0.04526748971193415
  (59177, 0)	0.004115226337448559
  (59178, 0)	0.0030864197530864196
  (59194, 0)	0.012345679012345678
  (60761, 0)	0.1111111111111111
  (61147, 0)	0.009259259259259259
  (62492, 0)	0.0030864197530864196
  (64045, 0)	0.012345679012345678"
650,8348174385,56683,1,"  (37308, 0)	0.5
  (56684, 0)	0.5"
651,8348174385,56683,2,"  (34748, 0)	0.25
  (37307, 0)	0.25
  (37309, 0)	0.16666666666666666
  (37311, 0)	0.25"
652,8348174385,56683,3,"  (32764, 0)	0.05555555555555555
  (32814, 0)	0.08333333333333333
  (36572, 0)	0.125
  (37308, 0)	0.125
  (37310, 0)	0.08333333333333333
  (53206, 0)	0.25
  (56684, 0)	0.125
  (58002, 0)	0.125"
653,8348174385,56683,4,"  (33091, 0)	0.041666666666666664
  (34007, 0)	0.041666666666666664
  (34748, 0)	0.0625
  (34969, 0)	0.041666666666666664
  (36316, 0)	0.041666666666666664
  (37307, 0)	0.0625
  (37309, 0)	0.08796296296296297
  (37311, 0)	0.0625
  (38678, 0)	0.018518518518518517
  (44706, 0)	0.018518518518518517
  (56682, 0)	0.125
  (56683, 0)	0.125
  (58003, 0)	0.125
  (63048, 0)	0.027777777777777776"
654,8348174385,56683,5,"  (32567, 0)	0.009259259259259259
  (32764, 0)	0.041666666666666664
  (32814, 0)	0.06481481481481481
  (33481, 0)	0.013888888888888888
  (33884, 0)	0.020833333333333332
  (34144, 0)	0.006172839506172839
  (34968, 0)	0.041666666666666664
  (36317, 0)	0.004629629629629629
  (36572, 0)	0.05208333333333333
  (37308, 0)	0.09375
  (37310, 0)	0.06481481481481481
  (37311, 0)	0.020833333333333332
  (38679, 0)	0.006172839506172839
  (40107, 0)	0.041666666666666664
  (44704, 0)	0.006172839506172839
  (51936, 0)	0.020833333333333332
  (53206, 0)	0.0625
  (56684, 0)	0.09375
  (56685, 0)	0.0625
  (57422, 0)	0.020833333333333332
  (58002, 0)	0.03125
  (58004, 0)	0.125
  (61779, 0)	0.0625
  (63047, 0)	0.013888888888888888
  (63049, 0)	0.009259259259259259
  (64663, 0)	0.013888888888888888"
655,6372499818,37312,1,"  (37313, 0)	0.3333333333333333
  (37316, 0)	0.5"
656,6372499818,37312,2,"  (33104, 0)	0.1111111111111111
  (36963, 0)	0.1111111111111111
  (37312, 0)	0.25
  (57982, 0)	0.25
  (58104, 0)	0.16666666666666666"
657,6372499818,37312,3,"  (32592, 0)	0.027777777777777776
  (36314, 0)	0.08333333333333333
  (36969, 0)	0.25
  (37313, 0)	0.15740740740740738
  (37316, 0)	0.18055555555555555
  (41129, 0)	0.05555555555555555
  (44570, 0)	0.05555555555555555
  (56535, 0)	0.05555555555555555"
658,6372499818,37312,4,"  (33104, 0)	0.061728395061728385
  (34339, 0)	0.08333333333333333
  (36963, 0)	0.07098765432098764
  (37312, 0)	0.09027777777777778
  (38702, 0)	0.125
  (39085, 0)	0.027777777777777776
  (39086, 0)	0.018518518518518517
  (41131, 0)	0.125
  (44402, 0)	0.009259259259259259
  (44571, 0)	0.05555555555555555
  (44573, 0)	0.018518518518518517
  (57660, 0)	0.009259259259259259
  (57982, 0)	0.09027777777777778
  (58104, 0)	0.10648148148148147
  (58113, 0)	0.027777777777777776
  (64619, 0)	0.004629629629629629"
659,6372499818,37312,5,"  (32559, 0)	0.0015432098765432098
  (32592, 0)	0.021219135802469133
  (33615, 0)	0.0030864197530864196
  (34964, 0)	0.006172839506172839
  (35026, 0)	0.009259259259259259
  (36314, 0)	0.053240740740740734
  (36315, 0)	0.041666666666666664
  (36969, 0)	0.09027777777777778
  (37313, 0)	0.0743312757201646
  (37314, 0)	0.006172839506172839
  (37316, 0)	0.07600308641975308
  (38696, 0)	0.0625
  (41129, 0)	0.04475308641975308
  (41130, 0)	0.125
  (41136, 0)	0.0625
  (44401, 0)	0.009259259259259259
  (44567, 0)	0.041666666666666664
  (44570, 0)	0.060185185185185175
  (44572, 0)	0.018518518518518517
  (54307, 0)	0.0015432098765432098
  (56535, 0)	0.04475308641975308
  (57658, 0)	0.013888888888888888
  (57661, 0)	0.009259259259259259
  (58086, 0)	0.0015432098765432098
  (58102, 0)	0.0023148148148148147
  (58114, 0)	0.027777777777777776
  (58115, 0)	0.013888888888888888
  (64620, 0)	0.0030864197530864196
  (64621, 0)	0.0007716049382716049"
660,2498090048,63377,1,"  (44691, 0)	0.5
  (63376, 0)	1.0
  (63379, 0)	0.3333333333333333"
661,2498090048,63377,2,"  (36561, 0)	0.16666666666666666
  (44690, 0)	0.3333333333333333
  (63377, 0)	0.6111111111111112
  (63378, 0)	0.3333333333333333"
662,2498090048,63377,3,"  (34738, 0)	0.08333333333333333
  (41126, 0)	0.05555555555555555
  (44691, 0)	0.3055555555555556
  (62740, 0)	0.05555555555555555
  (63376, 0)	0.6111111111111112
  (63379, 0)	0.42592592592592593"
663,2498090048,63377,4,"  (36561, 0)	0.14814814814814817
  (36569, 0)	0.027777777777777776
  (41194, 0)	0.027777777777777776
  (44690, 0)	0.42592592592592593
  (44693, 0)	0.018518518518518517
  (44694, 0)	0.018518518518518517
  (58198, 0)	0.08333333333333333
  (62916, 0)	0.05555555555555555
  (63377, 0)	0.44753086419753085
  (63378, 0)	0.42592592592592593"
664,2498090048,63377,5,"  (34738, 0)	0.08796296296296297
  (36571, 0)	0.006944444444444444
  (41126, 0)	0.06481481481481483
  (41186, 0)	0.027777777777777776
  (44691, 0)	0.22376543209876543
  (44695, 0)	0.006172839506172839
  (44696, 0)	0.006172839506172839
  (44701, 0)	0.013888888888888888
  (57215, 0)	0.018518518518518517
  (62740, 0)	0.07407407407407407
  (63376, 0)	0.44753086419753085
  (63379, 0)	0.4331275720164609
  (63578, 0)	0.006172839506172839
  (64454, 0)	0.041666666666666664"
665,11101671902,44641,1,"  (39785, 0)	0.3333333333333333"
666,11101671902,44641,2,"  (38687, 0)	0.1111111111111111
  (44641, 0)	0.3333333333333333
  (44643, 0)	0.1111111111111111"
667,11101671902,44641,3,"  (33332, 0)	0.1111111111111111
  (38686, 0)	0.037037037037037035
  (39785, 0)	0.18518518518518517
  (39786, 0)	0.1111111111111111
  (44644, 0)	0.1111111111111111"
668,11101671902,44641,4,"  (32648, 0)	0.012345679012345678
  (38687, 0)	0.1111111111111111
  (39787, 0)	0.012345679012345678
  (44641, 0)	0.18518518518518517
  (44643, 0)	0.13580246913580246"
669,11101671902,44641,5,"  (33332, 0)	0.1111111111111111
  (38680, 0)	0.004115226337448559
  (38686, 0)	0.04526748971193416
  (39785, 0)	0.14403292181069957
  (39786, 0)	0.13580246913580246
  (39788, 0)	0.004115226337448559
  (44644, 0)	0.13580246913580246
  (53239, 0)	0.012345679012345678
  (61764, 0)	0.012345679012345678"
670,5063701497,53703,1,"  (34211, 0)	0.5
  (53704, 0)	0.3333333333333333"
671,5063701497,53703,2,"  (33203, 0)	0.1111111111111111
  (34018, 0)	0.5
  (37318, 0)	0.16666666666666666
  (44518, 0)	0.3333333333333333
  (51191, 0)	0.16666666666666666"
672,5063701497,53703,3,"  (32907, 0)	0.037037037037037035
  (34211, 0)	0.25
  (34500, 0)	0.08333333333333333
  (34640, 0)	0.08333333333333333
  (35083, 0)	0.027777777777777776
  (37319, 0)	0.16666666666666666
  (53704, 0)	0.14814814814814814"
673,5063701497,53703,4,"  (33203, 0)	0.05864197530864197
  (34014, 0)	0.021604938271604937
  (34018, 0)	0.25
  (37318, 0)	0.1111111111111111
  (37427, 0)	0.08333333333333333
  (44518, 0)	0.14814814814814814
  (45489, 0)	0.009259259259259259
  (51121, 0)	0.041666666666666664
  (51191, 0)	0.07407407407407407
  (51192, 0)	0.08333333333333333
  (55196, 0)	0.009259259259259259
  (57408, 0)	0.018518518518518517
  (58184, 0)	0.08333333333333333"
674,5063701497,53703,5,"  (32907, 0)	0.025720164609053495
  (34211, 0)	0.125
  (34217, 0)	0.010802469135802469
  (34357, 0)	0.027777777777777776
  (34500, 0)	0.05555555555555555
  (34640, 0)	0.05555555555555555
  (35083, 0)	0.024691358024691357
  (37319, 0)	0.07407407407407407
  (41052, 0)	0.041666666666666664
  (45490, 0)	0.009259259259259259
  (51190, 0)	0.08333333333333333
  (53704, 0)	0.06893004115226337
  (54298, 0)	0.006172839506172839
  (54314, 0)	0.0023148148148148147
  (54339, 0)	0.0030864197530864196
  (55197, 0)	0.0030864197530864196
  (55820, 0)	0.041666666666666664
  (57406, 0)	0.009259259259259259
  (57407, 0)	0.007201646090534979
  (58059, 0)	0.020833333333333332
  (58060, 0)	0.020833333333333332
  (58061, 0)	0.041666666666666664"
675,5780641547,44579,1,"  (34707, 0)	1.0
  (44583, 0)	0.3333333333333333
  (51592, 0)	0.5"
676,5780641547,44579,2,"  (44578, 0)	0.16666666666666666
  (44579, 0)	0.611111111111111
  (44584, 0)	0.08333333333333333
  (51591, 0)	0.25"
677,5780641547,44579,3,"  (34435, 0)	0.0625
  (34707, 0)	0.611111111111111
  (44576, 0)	0.08333333333333333
  (44580, 0)	0.041666666666666664
  (44581, 0)	0.08333333333333333
  (44583, 0)	0.287037037037037
  (44585, 0)	0.08333333333333333
  (51592, 0)	0.3055555555555555
  (58205, 0)	0.125"
678,5780641547,44579,4,"  (34410, 0)	0.0625
  (34434, 0)	0.0625
  (34486, 0)	0.020833333333333332
  (36966, 0)	0.041666666666666664
  (39635, 0)	0.0625
  (44578, 0)	0.16435185185185183
  (44579, 0)	0.40123456790123446
  (44582, 0)	0.027777777777777776
  (44584, 0)	0.12384259259259257
  (51591, 0)	0.18402777777777776
  (58206, 0)	0.125"
679,5780641547,44579,5,"  (34374, 0)	0.005208333333333333
  (34435, 0)	0.08246527777777778
  (34487, 0)	0.006944444444444444
  (34642, 0)	0.020833333333333332
  (34707, 0)	0.40123456790123446
  (44575, 0)	0.041666666666666664
  (44576, 0)	0.0960648148148148
  (44577, 0)	0.027777777777777776
  (44580, 0)	0.06192129629629629
  (44581, 0)	0.12384259259259257
  (44583, 0)	0.22980967078189293
  (44585, 0)	0.12384259259259257
  (51590, 0)	0.03125
  (51592, 0)	0.20061728395061723
  (51604, 0)	0.0625
  (58205, 0)	0.1545138888888889
  (63381, 0)	0.027777777777777776"
680,5058500138,64613,1,"  (33345, 0)	0.3333333333333333
  (53670, 0)	0.25
  (54262, 0)	0.25
  (62945, 0)	0.3333333333333333"
681,5058500138,64613,2,"  (33741, 0)	0.16666666666666666
  (33784, 0)	0.1111111111111111
  (34234, 0)	0.19444444444444442
  (41076, 0)	0.1111111111111111
  (41079, 0)	0.08333333333333333
  (53671, 0)	0.0625
  (54263, 0)	0.125
  (58044, 0)	0.1111111111111111
  (64613, 0)	0.29166666666666663"
682,5058500138,64613,3,"  (32744, 0)	0.05555555555555555
  (33184, 0)	0.020833333333333332
  (33345, 0)	0.19907407407407404
  (33537, 0)	0.05555555555555555
  (38699, 0)	0.125
  (41075, 0)	0.037037037037037035
  (41077, 0)	0.041666666666666664
  (44554, 0)	0.0625
  (44560, 0)	0.05555555555555555
  (53494, 0)	0.07638888888888888
  (53670, 0)	0.17881944444444442
  (53672, 0)	0.020833333333333332
  (54262, 0)	0.16666666666666666
  (57425, 0)	0.05555555555555555
  (57890, 0)	0.05555555555555555
  (58018, 0)	0.027777777777777776
  (62945, 0)	0.17129629629629628"
683,5058500138,64613,4,"  (32509, 0)	0.018518518518518517
  (32858, 0)	0.02546296296296296
  (32878, 0)	0.025462962962962958
  (32892, 0)	0.018518518518518517
  (33160, 0)	0.027777777777777776
  (33537, 0)	0.041666666666666664
  (33741, 0)	0.13368055555555552
  (33784, 0)	0.1103395061728395
  (34234, 0)	0.15142746913580246
  (35547, 0)	0.027777777777777776
  (38698, 0)	0.027777777777777776
  (38700, 0)	0.0625
  (41076, 0)	0.07561728395061727
  (41078, 0)	0.027777777777777776
  (41079, 0)	0.0787037037037037
  (44546, 0)	0.006944444444444444
  (44548, 0)	0.020833333333333332
  (53495, 0)	0.025462962962962958
  (53671, 0)	0.07074652777777776
  (53673, 0)	0.006944444444444444
  (54263, 0)	0.10416666666666666
  (55063, 0)	0.012345679012345678
  (57417, 0)	0.018518518518518517
  (58014, 0)	0.013888888888888888
  (58016, 0)	0.009259259259259259
  (58017, 0)	0.013888888888888888
  (58044, 0)	0.06944444444444443
  (64613, 0)	0.17896412037037035"
684,5058500138,64613,5,"  (32566, 0)	0.009259259259259259
  (32744, 0)	0.06442901234567901
  (32858, 0)	0.013888888888888888
  (32868, 0)	0.007716049382716049
  (32892, 0)	0.006172839506172839
  (33184, 0)	0.03438464506172839
  (33345, 0)	0.14691036522633744
  (33537, 0)	0.053819444444444434
  (33741, 0)	0.013888888888888888
  (34079, 0)	0.004629629629629629
  (35078, 0)	0.013888888888888888
  (35534, 0)	0.004629629629629629
  (35624, 0)	0.0023148148148148147
  (35626, 0)	0.009259259259259259
  (36573, 0)	0.014660493827160491
  (36574, 0)	0.015432098765432098
  (38698, 0)	0.020833333333333332
  (38699, 0)	0.10416666666666666
  (38703, 0)	0.008487654320987654
  (38705, 0)	0.013888888888888888
  (41075, 0)	0.0272633744855967
  (41076, 0)	0.009259259259259259
  (41077, 0)	0.03935185185185185
  (44544, 0)	0.0023148148148148147
  (44547, 0)	0.006944444444444444
  (44554, 0)	0.07074652777777776
  (44560, 0)	0.05516975308641975
  (53494, 0)	0.07817322530864197
  (53496, 0)	0.0063657407407407395
  (53668, 0)	0.008487654320987654
  (53670, 0)	0.13370466820987653
  (53672, 0)	0.032841435185185175
  (53674, 0)	0.0023148148148148147
  (54262, 0)	0.12387876157407407
  (55062, 0)	0.004115226337448559
  (55096, 0)	0.013888888888888888
  (55097, 0)	0.009259259259259259
  (57417, 0)	0.006172839506172839
  (57418, 0)	0.009259259259259259
  (57425, 0)	0.048611111111111105
  (57890, 0)	0.04475308641975308
  (58015, 0)	0.007716049382716049
  (58018, 0)	0.033950617283950615
  (58031, 0)	0.012731481481481479
  (58056, 0)	0.03125
  (58190, 0)	0.027777777777777776
  (62945, 0)	0.10800861625514402"
685,11977478434,39827,1,"  (53269, 0)	0.3333333333333333"
686,11977478434,39827,2,"  (39827, 0)	0.3333333333333333
  (44589, 0)	0.1111111111111111
  (53275, 0)	0.1111111111111111"
687,11977478434,39827,3,"  (44591, 0)	0.037037037037037035
  (44595, 0)	0.037037037037037035
  (53269, 0)	0.18518518518518517
  (63073, 0)	0.05555555555555555
  (63076, 0)	0.05555555555555555"
688,11977478434,39827,4,"  (39827, 0)	0.18518518518518517
  (39828, 0)	0.012345679012345678
  (44589, 0)	0.08641975308641975
  (44590, 0)	0.037037037037037035
  (44592, 0)	0.012345679012345678
  (44593, 0)	0.012345679012345678
  (53275, 0)	0.09876543209876543
  (63074, 0)	0.027777777777777776
  (63075, 0)	0.027777777777777776"
689,11977478434,39827,5,"  (34269, 0)	0.009259259259259259
  (38416, 0)	0.009259259259259259
  (41029, 0)	0.004115226337448559
  (44591, 0)	0.04526748971193415
  (44592, 0)	0.004115226337448559
  (44593, 0)	0.004115226337448559
  (44594, 0)	0.012345679012345678
  (44595, 0)	0.037037037037037035
  (44596, 0)	0.012345679012345678
  (53240, 0)	0.012345679012345678
  (53269, 0)	0.12345679012345678
  (53589, 0)	0.009259259259259259
  (63073, 0)	0.04938271604938271
  (63076, 0)	0.06327160493827161"
690,3734437585,44780,1,"  (44781, 0)	0.3333333333333333"
691,3734437585,44780,2,"  (44780, 0)	0.3333333333333333
  (44782, 0)	0.1111111111111111
  (44783, 0)	0.3333333333333333"
692,3734437585,44780,3,"  (44770, 0)	0.037037037037037035
  (44772, 0)	0.037037037037037035
  (44781, 0)	0.25925925925925924"
693,3734437585,44780,4,"  (44767, 0)	0.012345679012345678
  (44769, 0)	0.012345679012345678
  (44773, 0)	0.037037037037037035
  (44780, 0)	0.25925925925925924
  (44782, 0)	0.1111111111111111
  (44783, 0)	0.25925925925925924
  (44788, 0)	0.012345679012345678"
694,3734437585,44780,5,"  (41520, 0)	0.004115226337448559
  (41521, 0)	0.004115226337448559
  (44748, 0)	0.004115226337448559
  (44768, 0)	0.004115226337448559
  (44770, 0)	0.04526748971193415
  (44772, 0)	0.053497942386831275
  (44774, 0)	0.004115226337448559
  (44781, 0)	0.20987654320987653
  (44785, 0)	0.004115226337448559"
695,5074799086,44587,1,"  (51552, 0)	0.5"
696,5074799086,44587,2,"  (44587, 0)	0.5
  (51551, 0)	0.16666666666666666"
697,5074799086,44587,3,"  (34296, 0)	0.05555555555555555
  (44588, 0)	0.16666666666666666
  (51550, 0)	0.08333333333333333
  (51552, 0)	0.25"
698,5074799086,44587,4,"  (34297, 0)	0.018518518518518517
  (34382, 0)	0.018518518518518517
  (44586, 0)	0.08333333333333333
  (44587, 0)	0.25
  (51551, 0)	0.15740740740740738
  (51593, 0)	0.041666666666666664"
699,5074799086,44587,5,"  (34257, 0)	0.013888888888888888
  (34292, 0)	0.004629629629629629
  (34296, 0)	0.0648148148148148
  (34383, 0)	0.012345679012345678
  (38695, 0)	0.013888888888888888
  (44588, 0)	0.15740740740740738
  (51550, 0)	0.12037037037037035
  (51552, 0)	0.125
  (51553, 0)	0.009259259259259259"
700,5059499491,78992,1,"  (79120, 0)	0.5
  (86653, 0)	1.0"
701,5059499491,78992,2,"  (78992, 0)	0.5
  (79122, 0)	0.16666666666666666
  (87832, 0)	0.25"
702,5059499491,78992,3,"  (66440, 0)	0.08333333333333333
  (67264, 0)	0.125
  (79113, 0)	0.041666666666666664
  (79120, 0)	0.3333333333333333
  (79121, 0)	0.16666666666666666
  (86653, 0)	0.5"
703,5059499491,78992,4,"  (67259, 0)	0.041666666666666664
  (67400, 0)	0.0625
  (71678, 0)	0.041666666666666664
  (71681, 0)	0.013888888888888888
  (78992, 0)	0.25
  (79122, 0)	0.18055555555555555
  (86648, 0)	0.027777777777777776
  (86652, 0)	0.041666666666666664
  (86654, 0)	0.041666666666666664
  (87832, 0)	0.22916666666666666"
704,5059499491,78992,5,"  (66440, 0)	0.09953703703703703
  (67264, 0)	0.13541666666666666
  (69480, 0)	0.03125
  (71684, 0)	0.03125
  (79113, 0)	0.06944444444444445
  (79116, 0)	0.009259259259259259
  (79120, 0)	0.2152777777777778
  (79121, 0)	0.18055555555555555
  (86649, 0)	0.027777777777777776
  (86650, 0)	0.004629629629629629
  (86653, 0)	0.25
  (86655, 0)	0.004629629629629629
  (99827, 0)	0.020833333333333332
  (99828, 0)	0.013888888888888888"
705,5753383593,86097,1,"  (86096, 0)	0.3333333333333333"
706,5753383593,86097,2,"  (86094, 0)	0.3333333333333333
  (86095, 0)	0.16666666666666666
  (86097, 0)	0.3333333333333333"
707,5753383593,86097,3,"  (71098, 0)	0.08333333333333333
  (86096, 0)	0.2777777777777778"
708,5753383593,86097,4,"  (66986, 0)	0.027777777777777776
  (86094, 0)	0.2777777777777778
  (86095, 0)	0.1388888888888889
  (86097, 0)	0.2777777777777778
  (86098, 0)	0.041666666666666664"
709,5753383593,86097,5,"  (66985, 0)	0.009259259259259259
  (71098, 0)	0.08333333333333334
  (86096, 0)	0.23148148148148148
  (86099, 0)	0.041666666666666664
  (86100, 0)	0.020833333333333332
  (98316, 0)	0.027777777777777776"
710,5799069529,70152,1,"  (70154, 0)	0.3333333333333333
  (70156, 0)	0.3333333333333333
  (70158, 0)	0.3333333333333333"
711,5799069529,70152,2,"  (70152, 0)	0.3333333333333333
  (70153, 0)	0.1111111111111111
  (70155, 0)	0.2222222222222222
  (70157, 0)	0.3333333333333333
  (70159, 0)	0.1111111111111111
  (70166, 0)	0.1111111111111111"
712,5799069529,70152,3,"  (70080, 0)	0.037037037037037035
  (70083, 0)	0.1111111111111111
  (70154, 0)	0.18518518518518517
  (70156, 0)	0.2222222222222222
  (70158, 0)	0.2962962962962963
  (70160, 0)	0.1111111111111111
  (70162, 0)	0.037037037037037035
  (70167, 0)	0.1111111111111111
  (86944, 0)	0.037037037037037035"
713,5799069529,70152,4,"  (70151, 0)	0.037037037037037035
  (70152, 0)	0.2345679012345679
  (70153, 0)	0.1111111111111111
  (70155, 0)	0.20987654320987653
  (70157, 0)	0.2962962962962963
  (70159, 0)	0.1111111111111111
  (70163, 0)	0.012345679012345678
  (70165, 0)	0.012345679012345678
  (70166, 0)	0.12345679012345678
  (86942, 0)	0.012345679012345678
  (86954, 0)	0.037037037037037035
  (86966, 0)	0.012345679012345678
  (88209, 0)	0.012345679012345678"
714,5799069529,70152,5,"  (70080, 0)	0.04526748971193416
  (70081, 0)	0.004115226337448559
  (70083, 0)	0.11934156378600821
  (70090, 0)	0.006172839506172839
  (70154, 0)	0.15226337448559668
  (70156, 0)	0.18930041152263372
  (70158, 0)	0.24691358024691357
  (70160, 0)	0.1111111111111111
  (70161, 0)	0.012345679012345678
  (70162, 0)	0.049382716049382706
  (70164, 0)	0.012345679012345678
  (70167, 0)	0.12345679012345678
  (70168, 0)	0.012345679012345678
  (86941, 0)	0.012345679012345678
  (86942, 0)	0.004115226337448559
  (86943, 0)	0.012345679012345678
  (86944, 0)	0.053497942386831275
  (86952, 0)	0.012345679012345678
  (86955, 0)	0.037037037037037035
  (86967, 0)	0.012345679012345678
  (88209, 0)	0.004115226337448559"
715,4544295297,73069,1,"  (68683, 0)	0.3333333333333333
  (73068, 0)	1.0
  (73070, 0)	0.3333333333333333"
716,4544295297,73069,2,"  (68759, 0)	0.1111111111111111
  (69987, 0)	0.1111111111111111
  (69989, 0)	0.1111111111111111
  (73069, 0)	0.5555555555555556
  (87239, 0)	0.1111111111111111"
717,4544295297,73069,3,"  (68683, 0)	0.25925925925925924
  (69868, 0)	0.037037037037037035
  (69990, 0)	0.07407407407407407
  (69992, 0)	0.1111111111111111
  (73033, 0)	0.037037037037037035
  (73068, 0)	0.5555555555555556
  (73070, 0)	0.25925925925925924
  (73073, 0)	0.037037037037037035
  (87240, 0)	0.1111111111111111
  (88275, 0)	0.037037037037037035"
718,4544295297,73069,4,"  (68758, 0)	0.012345679012345678
  (68759, 0)	0.1111111111111111
  (68763, 0)	0.012345679012345678
  (68764, 0)	0.012345679012345678
  (69977, 0)	0.012345679012345678
  (69987, 0)	0.12345679012345678
  (69989, 0)	0.14814814814814814
  (69991, 0)	0.018518518518518517
  (73031, 0)	0.012345679012345678
  (73069, 0)	0.35802469135802467
  (73072, 0)	0.037037037037037035
  (87239, 0)	0.13580246913580246
  (87242, 0)	0.012345679012345678
  (88274, 0)	0.037037037037037035"
719,4544295297,73069,5,"  (68683, 0)	0.2016460905349794
  (68685, 0)	0.004115226337448559
  (68765, 0)	0.004115226337448559
  (68767, 0)	0.004115226337448559
  (68996, 0)	0.018518518518518517
  (69868, 0)	0.05349794238683127
  (69978, 0)	0.004115226337448559
  (69988, 0)	0.004115226337448559
  (69990, 0)	0.09670781893004114
  (69992, 0)	0.14814814814814814
  (73033, 0)	0.04526748971193416
  (73038, 0)	0.004115226337448559
  (73062, 0)	0.018518518518518517
  (73068, 0)	0.35802469135802467
  (73070, 0)	0.20987654320987653
  (73073, 0)	0.05761316872427983
  (73074, 0)	0.012345679012345678
  (73357, 0)	0.012345679012345678
  (87237, 0)	0.006172839506172839
  (87240, 0)	0.13580246913580246
  (87243, 0)	0.012345679012345678
  (87261, 0)	0.004115226337448559
  (87411, 0)	0.004115226337448559
  (88230, 0)	0.004115226337448559
  (88275, 0)	0.053497942386831275"
720,5738236468,85667,1,"  (68699, 0)	0.25"
